prime_key,dataset_id,as_of_date,company_name,followers_count,employees_on_platform,link,industry,date_added,date_update,description,website,entity_id,cusip,isin
332468,893252,2016-11-19,"Capitol Federal® Savings Bank",899,323,https://www.linkedin.com/company/88796,Banking,"2016-11-19 00:00:00+00","2016-11-19 00:00:00+00",,,,,
332470,893253,2016-11-19,"Civista Bank",543,182,https://www.linkedin.com/company/801800,Banking,"2016-11-19 00:00:00+00","2016-11-19 00:00:00+00",,,,,
332472,893254,2016-11-19,"Celldex Therapeutics",3801,190,https://www.linkedin.com/company/597166,Biotechnology,"2016-11-19 00:00:00+00","2016-11-19 00:00:00+00",,,,,
332473,893255,2016-11-19,"Clearwater Paper Corporation",5967,1166,https://www.linkedin.com/company/245601,"Paper &amp; Forest Products","2016-11-19 00:00:00+00","2016-11-19 00:00:00+00",,,,,
332475,893256,2016-11-19,"Conatus Pharmaceuticals",321,26,https://www.linkedin.com/company/1650605,Pharmaceuticals,"2016-11-19 00:00:00+00","2016-11-19 00:00:00+00",,,,,
332476,893257,2016-11-19,"Century Bank",771,338,https://www.linkedin.com/company/20776,Banking,"2016-11-19 00:00:00+00","2016-11-19 00:00:00+00",,,,,
332478,893258,2016-11-19,"CONMED Corporation",15932,1648,https://www.linkedin.com/company/2263834,"Medical Devices","2016-11-19 00:00:00+00","2016-11-19 00:00:00+00",,,,,
332480,893259,2016-11-19,"Delta Design",1295,361,https://www.linkedin.com/company/18609,"Industrial Automation","2016-11-19 00:00:00+00","2016-11-19 00:00:00+00",,,,,
332481,893260,2016-11-19,"Cohu, Inc.",599,169,https://www.linkedin.com/company/141722,"Electrical/Electronic Manufacturing","2016-11-19 00:00:00+00","2016-11-19 00:00:00+00",,,,,
332482,893261,2016-11-19,"Capstone Turbine Corporation",3361,183,https://www.linkedin.com/company/34302,"Electrical/Electronic Manufacturing","2016-11-19 00:00:00+00","2016-11-19 00:00:00+00",,,,,
332484,893262,2016-11-19,"Carrizo Oil &amp; Gas, Inc.",10401,274,https://www.linkedin.com/company/80506,"Oil &amp; Energy","2016-11-19 00:00:00+00","2016-11-19 00:00:00+00",,,,,
332485,893263,2016-11-19,"Community Trust Bank",725,288,https://www.linkedin.com/company/62830,Banking,"2016-11-19 00:00:00+00","2016-11-19 00:00:00+00",,,,,
332487,893265,2016-11-19,"Citizens Business Bank",4774,721,https://www.linkedin.com/company/24386,Banking,"2016-11-19 00:00:00+00","2016-11-19 00:00:00+00",,,,,
332489,893266,2016-11-19,"Central Valley Community Bank",222,137,https://www.linkedin.com/company/2160416,Banking,"2016-11-19 00:00:00+00","2016-11-19 00:00:00+00",,,,,
332491,893267,2016-11-19,Cytokinetics,3173,151,https://www.linkedin.com/company/14567,Biotechnology,"2016-11-19 00:00:00+00","2016-11-19 00:00:00+00",,,,,
332492,893268,2016-11-19,"Depomed, Inc.",3339,511,https://www.linkedin.com/company/32152,Pharmaceuticals,"2016-11-19 00:00:00+00","2016-11-19 00:00:00+00",,,,,
332494,893269,2016-11-19,"Donegal Insurance Group",2005,393,https://www.linkedin.com/company/58961,Insurance,"2016-11-19 00:00:00+00","2016-11-19 00:00:00+00",,,,,
332496,893270,2016-11-19,"DLH Corporation",449,80,https://www.linkedin.com/company/2354924,"Defense &amp; Space","2016-11-19 00:00:00+00","2016-11-19 00:00:00+00",,,,,
332498,893271,2016-11-19,"DNB First",578,127,https://www.linkedin.com/company/980254,Banking,"2016-11-19 00:00:00+00","2016-11-19 00:00:00+00",,,,,
332500,893272,2016-11-19,"DURECT Corporation",646,123,https://www.linkedin.com/company/34150,Pharmaceuticals,"2016-11-19 00:00:00+00","2016-11-19 00:00:00+00",,,,,
332502,893274,2016-11-19,"Echo Global Logistics",12742,1832,https://www.linkedin.com/company/8914,"Logistics and Supply Chain","2016-11-19 00:00:00+00","2016-11-19 00:00:00+00",,,,,
332503,893275,2016-11-19,EagleBank,1893,414,https://www.linkedin.com/company/44226,Banking,"2016-11-19 00:00:00+00","2016-11-19 00:00:00+00",,,,,
332506,893276,2016-11-19,"Eagle Bulk Shipping Inc.",668,44,https://www.linkedin.com/company/6426341,Maritime,"2016-11-19 00:00:00+00","2016-11-19 00:00:00+00",,,,,
332508,893277,2016-11-19,"Electro Scientific Industries, Inc.",4221,1605,https://www.linkedin.com/company/163681,Machinery,"2016-11-19 00:00:00+00","2016-11-19 00:00:00+00",,,,,
332509,893279,2016-11-19,"The Fauquier Bank",71,85,https://www.linkedin.com/company/8038252,Banking,"2016-11-19 00:00:00+00","2016-11-19 00:00:00+00",,,,,
332510,893285,2016-11-19,"Synergy Pharmaceuticals Inc. (NASDAQ: SGYP)",1196,77,https://www.linkedin.com/company/2693782,Biotechnology,"2016-11-19 00:00:00+00","2016-11-19 00:00:00+00",,,,,
332512,893286,2016-11-19,WesBanco,1725,917,https://www.linkedin.com/company/86529,Banking,"2016-11-19 00:00:00+00","2016-11-19 00:00:00+00",,,,,
332514,893287,2016-11-19,"Community Bank System, Inc.",1928,510,https://www.linkedin.com/company/942681,"Financial Services","2016-11-19 00:00:00+00","2016-11-19 00:00:00+00",,,,,
332517,893290,2016-11-19,"Century Communities, Inc. (NYSE:CCS)",2136,335,https://www.linkedin.com/company/1138369,"Real Estate","2016-11-19 00:00:00+00","2016-11-19 00:00:00+00",,,,,
332518,893291,2016-11-19,"Coeur Mining, Inc.",14482,523,https://www.linkedin.com/company/136781,"Mining &amp; Metals","2016-11-19 00:00:00+00","2016-11-19 00:00:00+00",,,,,
332519,893295,2016-11-19,"Capstead Mortgage Corporation",56,8,https://www.linkedin.com/company/480154,"Real Estate","2016-11-19 00:00:00+00","2016-11-19 00:00:00+00",,,,,
332521,893296,2016-11-19,"Compass Minerals",3341,691,https://www.linkedin.com/company/33162,"Mining &amp; Metals","2016-11-19 00:00:00+00","2016-11-19 00:00:00+00",,,,,
332523,893297,2016-11-19,"CONSOL Energy",15677,1579,https://www.linkedin.com/company/38666,"Oil &amp; Energy","2016-11-19 00:00:00+00","2016-11-19 00:00:00+00",,,,,
332526,893298,2016-11-19,"CryoLife, Inc.",4433,470,https://www.linkedin.com/company/26633,Biotechnology,"2016-11-19 00:00:00+00","2016-11-19 00:00:00+00",,,,,
332527,893299,2016-11-19,"Customers Bank",2036,399,https://www.linkedin.com/company/1267995,Banking,"2016-11-19 00:00:00+00","2016-11-19 00:00:00+00",,,,,
332528,893300,2016-11-19,"Cousins Properties Incorporated",1643,264,https://www.linkedin.com/company/3112744,"Real Estate","2016-11-19 00:00:00+00","2016-11-19 00:00:00+00",,,,,
332530,893301,2016-11-19,"Ducommun Incorporated",7203,1197,https://www.linkedin.com/company/46279,"Aviation &amp; Aerospace","2016-11-19 00:00:00+00","2016-11-19 00:00:00+00",,,,,
332532,893303,2016-11-19,Evercore,20335,1199,https://www.linkedin.com/company/163732,"Investment Banking","2016-11-19 00:00:00+00","2016-11-19 00:00:00+00",,,,,
332533,893305,2016-11-19,"Florida Community Bank",2071,515,https://www.linkedin.com/company/2088841,Banking,"2016-11-19 00:00:00+00","2016-11-19 00:00:00+00",,,,,
332535,893306,2016-11-19,"Farm Bureau Financial Services",9119,1786,https://www.linkedin.com/company/12215,Insurance,"2016-11-19 00:00:00+00","2016-11-19 00:00:00+00",,,,,
332537,893325,2016-11-19,"EnPro Industries Inc.",3018,191,https://www.linkedin.com/company/458345,"Mechanical or Industrial Engineering","2016-11-19 00:00:00+00","2016-11-19 00:00:00+00",,,,,
334150,893554,2016-11-20,"Fortress Biotech",76,26,https://www.linkedin.com/company/10631693,Biotechnology,"2016-11-20 00:00:00+00","2016-11-20 00:00:00+00",,,,,
334152,893555,2016-11-20,Helocyte,34,4,https://www.linkedin.com/company/10037486,Pharmaceuticals,"2016-11-20 00:00:00+00","2016-11-20 00:00:00+00",,,,,
334153,893556,2016-11-20,"Farmington Bank",1008,246,https://www.linkedin.com/company/1075994,Banking,"2016-11-20 00:00:00+00","2016-11-20 00:00:00+00",,,,,
334154,893557,2016-11-20,"First Community Bank",1564,849,https://www.linkedin.com/company/163829,Banking,"2016-11-20 00:00:00+00","2016-11-20 00:00:00+00",,,,,
334156,893558,2016-11-20,"First Financial Bank Texas",2350,457,https://www.linkedin.com/company/550530,Banking,"2016-11-20 00:00:00+00","2016-11-20 00:00:00+00",,,,,
334157,893559,2016-11-20,"First Savings Bank, Indiana",77,48,https://www.linkedin.com/company/10205478,Banking,"2016-11-20 00:00:00+00","2016-11-20 00:00:00+00",,,,,
334159,893560,2016-11-20,"Fulton Financial Corporation",2816,1067,https://www.linkedin.com/company/34086,Banking,"2016-11-20 00:00:00+00","2016-11-20 00:00:00+00",,,,,
334161,893561,2016-11-20,"First United Bank &amp; Trust",618,252,https://www.linkedin.com/company/232889,Banking,"2016-11-20 00:00:00+00","2016-11-20 00:00:00+00",,,,,
334162,893562,2016-11-20,"Forward Air Corporation",8914,1051,https://www.linkedin.com/company/49105,Transportation/Trucking/Railroad,"2016-11-20 00:00:00+00","2016-11-20 00:00:00+00",,,,,
334163,893563,2016-11-20,"CST (formerly Central States Trucking Co.)",326,88,https://www.linkedin.com/company/649493,Transportation/Trucking/Railroad,"2016-11-20 00:00:00+00","2016-11-20 00:00:00+00",,,,,
334165,893564,2016-11-20,"German American",354,186,https://www.linkedin.com/company/818854,"Financial Services","2016-11-20 00:00:00+00","2016-11-20 00:00:00+00",,,,,
334166,893565,2016-11-20,"Glacier Bank",103,88,https://www.linkedin.com/company/4031604,Banking,"2016-11-20 00:00:00+00","2016-11-20 00:00:00+00",,,,,
334169,893566,2016-11-20,Gevo,3397,54,https://www.linkedin.com/company/499588,"Renewables &amp; Environment","2016-11-20 00:00:00+00","2016-11-20 00:00:00+00",,,,,
334170,893567,2016-11-20,"GTx, Inc.",469,63,https://www.linkedin.com/company/536478,Biotechnology,"2016-11-20 00:00:00+00","2016-11-20 00:00:00+00",,,,,
334171,893568,2016-11-20,"GW Pharmaceuticals",4185,373,https://www.linkedin.com/company/102293,Pharmaceuticals,"2016-11-20 00:00:00+00","2016-11-20 00:00:00+00",,,,,
334174,893569,2016-11-20,"First Internet Bank",682,147,https://www.linkedin.com/company/373268,Banking,"2016-11-20 00:00:00+00","2016-11-20 00:00:00+00",,,,,
334175,893570,2016-11-20,"First Financial Bank NA",1093,330,https://www.linkedin.com/company/269727,Banking,"2016-11-20 00:00:00+00","2016-11-20 00:00:00+00",,,,,
334177,893577,2016-11-20,"Forum Energy Technologies",12942,1140,https://www.linkedin.com/company/1288325,"Oil &amp; Energy","2016-11-20 00:00:00+00","2016-11-20 00:00:00+00",,,,,
334178,893578,2016-11-20,"Ferro Corporation",7471,1280,https://www.linkedin.com/company/10121,Chemicals,"2016-11-20 00:00:00+00","2016-11-20 00:00:00+00",,,,,
334180,893579,2016-11-20,"Forestar Group Inc.",1458,95,https://www.linkedin.com/company/390638,"Real Estate","2016-11-20 00:00:00+00","2016-11-20 00:00:00+00",,,,,
334181,893580,2016-11-20,"The GEO Group, Inc.",8842,2685,https://www.linkedin.com/company/47738,"Security and Investigations","2016-11-20 00:00:00+00","2016-11-20 00:00:00+00",,,,,
334183,893581,2016-11-20,"Global Partners LP",2309,386,https://www.linkedin.com/company/102179,"Oil &amp; Energy","2016-11-20 00:00:00+00","2016-11-20 00:00:00+00",,,,,
334184,893583,2016-11-20,"Great Western Bank",2877,1001,https://www.linkedin.com/company/15627,"Financial Services","2016-11-20 00:00:00+00","2016-11-20 00:00:00+00",,,,,
334185,893584,2016-11-20,"Integer Holdings Corporation",1044,484,https://www.linkedin.com/company/10854676,"Medical Devices","2016-11-20 00:00:00+00","2016-11-20 00:00:00+00",,,,,
334188,893585,2016-11-20,"Greatbatch Medical, an Integer company",8169,1100,https://www.linkedin.com/company/428026,"Medical Devices","2016-11-20 00:00:00+00","2016-11-20 00:00:00+00",,,,,
335826,893753,2016-11-21,MetaBank,944,248,https://www.linkedin.com/company/76013,"Financial Services","2016-11-21 00:00:00+00","2016-11-21 00:00:00+00",,,,,
335829,893754,2016-11-21,"LB Foster",1965,332,https://www.linkedin.com/company/116908,"Railroad Manufacture","2016-11-21 00:00:00+00","2016-11-21 00:00:00+00",,,,,
335831,893755,2016-11-21,"Sunrise Coal, LLC",498,74,https://www.linkedin.com/company/920650,"Mining &amp; Metals","2016-11-21 00:00:00+00","2016-11-21 00:00:00+00",,,,,
335832,893756,2016-11-21,"Premier Valley Bank",61,50,https://www.linkedin.com/company/3897393,"Human Resources","2016-11-21 00:00:00+00","2016-11-21 00:00:00+00",,,,,
335834,893757,2016-11-21,"Morrill &amp; Janes Bank and Trust",441,77,https://www.linkedin.com/company/646970,Banking,"2016-11-21 00:00:00+00","2016-11-21 00:00:00+00",,,,,
335835,893758,2016-11-21,"Minnesota Bank &amp; Trust",219,37,https://www.linkedin.com/company/2562226,Banking,"2016-11-21 00:00:00+00","2016-11-21 00:00:00+00",,,,,
335837,893759,2016-11-21,"Rocky Mountain Bank",383,130,https://www.linkedin.com/company/935269,Banking,"2016-11-21 00:00:00+00","2016-11-21 00:00:00+00",,,,,
335838,893760,2016-11-21,"New Mexico Bank &amp; Trust",553,108,https://www.linkedin.com/company/84605,Banking,"2016-11-21 00:00:00+00","2016-11-21 00:00:00+00",,,,,
335839,893761,2016-11-21,"Arizona Bank &amp; Trust",667,101,https://www.linkedin.com/company/99267,Banking,"2016-11-21 00:00:00+00","2016-11-21 00:00:00+00",,,,,
335841,893762,2016-11-21,"Wisconsin Bank &amp; Trust",478,118,https://www.linkedin.com/company/125390,Banking,"2016-11-21 00:00:00+00","2016-11-21 00:00:00+00",,,,,
335843,893763,2016-11-21,"Centennial Bank and Trust",1014,96,https://www.linkedin.com/company/1112893,Banking,"2016-11-21 00:00:00+00","2016-11-21 00:00:00+00",,,,,
335844,893764,2016-11-21,"Illinois Bank &amp; Trust",178,57,https://www.linkedin.com/company/2602372,Banking,"2016-11-21 00:00:00+00","2016-11-21 00:00:00+00",,,,,
335847,893765,2016-11-21,"First Community Bank Keokuk",43,5,https://www.linkedin.com/company/2527623,Banking,"2016-11-21 00:00:00+00","2016-11-21 00:00:00+00",,,,,
335848,893766,2016-11-21,"Dubuque Bank and Trust",374,124,https://www.linkedin.com/company/2514336,Banking,"2016-11-21 00:00:00+00","2016-11-21 00:00:00+00",,,,,
335851,893777,2016-11-21,"National Office Furniture",5277,427,https://www.linkedin.com/company/238725,Furniture,"2016-11-21 00:00:00+00","2016-11-21 00:00:00+00",,,,,
335852,893778,2016-11-21,"Landmark National Bank",519,180,https://www.linkedin.com/company/272826,Banking,"2016-11-21 00:00:00+00","2016-11-21 00:00:00+00",,,,,
335853,893779,2016-11-21,"LPATH THERAPEUTICS INC.",71,16,https://www.linkedin.com/company/8354343,Biotechnology,"2016-11-21 00:00:00+00","2016-11-21 00:00:00+00",,,,,
335855,893783,2016-11-21,"Mackinac Financial Corporation",84,18,https://www.linkedin.com/company/2903591,Banking,"2016-11-21 00:00:00+00","2016-11-21 00:00:00+00",,,,,
335858,893856,2016-11-21,"H.B. Fuller",31484,3845,https://www.linkedin.com/company/9151,Chemicals,"2016-11-21 00:00:00+00","2016-11-21 00:00:00+00",,,,,
335859,893857,2016-11-21,Haemonetics,15118,1949,https://www.linkedin.com/company/11263,"Medical Devices","2016-11-21 00:00:00+00","2016-11-21 00:00:00+00",,,,,
335860,893860,2016-11-21,"Kraton Corporation",11466,743,https://www.linkedin.com/company/22409,Chemicals,"2016-11-21 00:00:00+00","2016-11-21 00:00:00+00",,,,,
335862,893861,2016-11-21,Lydall,2085,465,https://www.linkedin.com/company/59669,Automotive,"2016-11-21 00:00:00+00","2016-11-21 00:00:00+00",,,,,
335865,893863,2016-11-21,"Matson, Inc.",2590,568,https://www.linkedin.com/company/11211,Transportation/Trucking/Railroad,"2016-11-21 00:00:00+00","2016-11-21 00:00:00+00",,,,,
335867,893864,2016-11-21,MBIA,1066,319,https://www.linkedin.com/company/10085,"Financial Services","2016-11-21 00:00:00+00","2016-11-21 00:00:00+00",,,,,
335868,893866,2016-11-21,"MagnaChip Semiconductor",2230,259,https://www.linkedin.com/company/56063,Semiconductors,"2016-11-21 00:00:00+00","2016-11-21 00:00:00+00",,,,,
335869,893867,2016-11-21,"Owens &amp; Minor",15406,2590,https://www.linkedin.com/company/1629,"Logistics and Supply Chain","2016-11-21 00:00:00+00","2016-11-21 00:00:00+00",,,,,
335872,893868,2016-11-21,"Medical Action Industries",1130,341,https://www.linkedin.com/company/273408,"Hospital &amp; Health Care","2016-11-21 00:00:00+00","2016-11-21 00:00:00+00",,,,,
335873,893872,2016-11-21,"Lantheus Medical Imaging",3048,583,https://www.linkedin.com/company/249830,Pharmaceuticals,"2016-11-21 00:00:00+00","2016-11-21 00:00:00+00",,,,,
339061,893262,2016-11-23,"Carrizo Oil & Gas, Inc.",10408,255,https://www.linkedin.com/company/80506,"Oil & Energy","2016-11-23 00:00:00+00","2016-11-23 00:00:00+00",,,,,
339125,893561,2016-11-23,"First United Bank & Trust",619,232,https://www.linkedin.com/company/232889,Banking,"2016-11-23 00:00:00+00","2016-11-23 00:00:00+00",,,,,
339202,894561,2016-11-23,"Chemical Bank",4733,1403,https://www.linkedin.com/company/7719,Banking,"2016-11-23 00:00:00+00","2016-11-23 00:00:00+00",,,,,
339203,894567,2016-11-23,"Republic Bank - Philadelphia & South Jersey",807,210,https://www.linkedin.com/company/37945,Banking,"2016-11-23 00:00:00+00","2016-11-23 00:00:00+00",,,,,
339204,894747,2016-11-23,"Heritage Bank NW",466,254,https://www.linkedin.com/company/3515616,Banking,"2016-11-23 00:00:00+00","2016-11-23 00:00:00+00",,,,,
339207,894748,2016-11-23,"Whidbey Island Bank, A Division of Heritage Bank",427,111,https://www.linkedin.com/company/71658,Banking,"2016-11-23 00:00:00+00","2016-11-23 00:00:00+00",,,,,
339208,894749,2016-11-23,"Heron Therapeutics, Inc.",1315,117,https://www.linkedin.com/company/3767623,Biotechnology,"2016-11-23 00:00:00+00","2016-11-23 00:00:00+00",,,,,
339209,894750,2016-11-23,"Independent Bank",2000,758,https://www.linkedin.com/company/28246,Banking,"2016-11-23 00:00:00+00","2016-11-23 00:00:00+00",,,,,
339212,894751,2016-11-23,"InterDigital Communications",6609,344,https://www.linkedin.com/company/17752,Wireless,"2016-11-23 00:00:00+00","2016-11-23 00:00:00+00",,,,,
339214,894752,2016-11-23,"Idera Pharmaceuticals",1462,77,https://www.linkedin.com/company/145000,Biotechnology,"2016-11-23 00:00:00+00","2016-11-23 00:00:00+00",,,,,
339216,894753,2016-11-23,"Information Services Group",5849,866,https://www.linkedin.com/company/2450536,"Information Services","2016-11-23 00:00:00+00","2016-11-23 00:00:00+00",,,,,
339217,894754,2016-11-23,"Immune Design",1218,57,https://www.linkedin.com/company/403619,Biotechnology,"2016-11-23 00:00:00+00","2016-11-23 00:00:00+00",,,,,
339218,894755,2016-11-23,"Immersion Corporation",1924,179,https://www.linkedin.com/company/11774,"Computer Software","2016-11-23 00:00:00+00","2016-11-23 00:00:00+00",,,,,
339220,894756,2016-11-23,Incyte,8270,926,https://www.linkedin.com/company/6761,Pharmaceuticals,"2016-11-23 00:00:00+00","2016-11-23 00:00:00+00",,,,,
339221,894759,2016-11-23,"KemPharm, Inc.",293,34,https://www.linkedin.com/company/1228818,Pharmaceuticals,"2016-11-23 00:00:00+00","2016-11-23 00:00:00+00",,,,,
339223,894760,2016-11-23,"Luminex Corporation",7271,760,https://www.linkedin.com/company/14089,Biotechnology,"2016-11-23 00:00:00+00","2016-11-23 00:00:00+00",,,,,
339225,894761,2016-11-23,"Old Line Bank",115,124,https://www.linkedin.com/company/5903930,Banking,"2016-11-23 00:00:00+00","2016-11-23 00:00:00+00",,,,,
339228,894762,2016-11-23,"Old National Bank",4703,1977,https://www.linkedin.com/company/165294,Banking,"2016-11-23 00:00:00+00","2016-11-23 00:00:00+00",,,,,
339229,894763,2016-11-23,"OTT Communications",399,94,https://www.linkedin.com/company/1525142,Telecommunications,"2016-11-23 00:00:00+00","2016-11-23 00:00:00+00",,,,,
339230,894764,2016-11-23,"Oak Valley Community Bank",169,92,https://www.linkedin.com/company/1111845,Banking,"2016-11-23 00:00:00+00","2016-11-23 00:00:00+00",,,,,
339232,894840,2016-11-23,"Patrick Industries, Inc.",688,303,https://www.linkedin.com/company/346641,"Building Materials","2016-11-23 00:00:00+00","2016-11-23 00:00:00+00",,,,,
339233,894843,2016-11-23,"Peoples Bank - Newton, NC",647,127,https://www.linkedin.com/company/2250639,Banking,"2016-11-23 00:00:00+00","2016-11-23 00:00:00+00",,,,,
339235,894844,2016-11-23,"Preferred Bank",1873,174,https://www.linkedin.com/company/33786,Banking,"2016-11-23 00:00:00+00","2016-11-23 00:00:00+00",,,,,
339237,894845,2016-11-23,"Peapack-Gladstone Bank Private Banking since 1921",934,310,https://www.linkedin.com/company/119578,Banking,"2016-11-23 00:00:00+00","2016-11-23 00:00:00+00",,,,,
339239,894846,2016-11-23,"Plumas Bank",163,98,https://www.linkedin.com/company/1115181,Banking,"2016-11-23 00:00:00+00","2016-11-23 00:00:00+00",,,,,
339240,894847,2016-11-23,"Plexus Corp.",21638,4479,https://www.linkedin.com/company/5574,"Electrical/Electronic Manufacturing","2016-11-23 00:00:00+00","2016-11-23 00:00:00+00",,,,,
339242,894848,2016-11-23,"Patterson-UTI Drilling Company, LLC",11934,1024,https://www.linkedin.com/company/1117611,"Oil &amp; Energy","2016-11-23 00:00:00+00","2016-11-23 00:00:00+00",,,,,
339243,894849,2016-11-23,Quidel,3828,478,https://www.linkedin.com/company/165628,"Medical Devices","2016-11-23 00:00:00+00","2016-11-23 00:00:00+00",,,,,
339245,894852,2016-11-23,"Renasant Bank",3077,916,https://www.linkedin.com/company/30032,Banking,"2016-11-23 00:00:00+00","2016-11-23 00:00:00+00",,,,,
339247,894853,2016-11-23,"RBC Bearings",3106,622,https://www.linkedin.com/company/366302,"Aviation &amp; Aerospace","2016-11-23 00:00:00+00","2016-11-23 00:00:00+00",,,,,
339249,894855,2016-11-23,"RXi Pharmaceuticals Corporation",564,21,https://www.linkedin.com/company/608527,Biotechnology,"2016-11-23 00:00:00+00","2016-11-23 00:00:00+00",,,,,
339250,894856,2016-11-23,Sanmina,70392,15722,https://www.linkedin.com/company/4374,"Electrical/Electronic Manufacturing","2016-11-23 00:00:00+00","2016-11-23 00:00:00+00",,,,,
339251,894857,2016-11-23,"Sabra Health Care REIT, Inc.",271,17,https://www.linkedin.com/company/1482823,"Real Estate","2016-11-23 00:00:00+00","2016-11-23 00:00:00+00",,,,,
339253,894858,2016-11-23,"Sound Community Bank",1242,79,https://www.linkedin.com/company/95709,Banking,"2016-11-23 00:00:00+00","2016-11-23 00:00:00+00",,,,,
339255,894859,2016-11-23,"Simmons Bank",1950,717,https://www.linkedin.com/company/95834,Banking,"2016-11-23 00:00:00+00","2016-11-23 00:00:00+00",,,,,
339256,894860,2016-11-23,"Shore Bancshares, Inc.",100,39,https://www.linkedin.com/company/6443646,"Financial Services","2016-11-23 00:00:00+00","2016-11-23 00:00:00+00",,,,,
339257,894861,2016-11-23,"Elliott Wilson Insurance",16,0,https://www.linkedin.com/company/10337215,Insurance,"2016-11-23 00:00:00+00","2016-11-23 00:00:00+00",,,,,
339259,894862,2016-11-23,"Shore United Bank",38,22,https://www.linkedin.com/company/10821057,Banking,"2016-11-23 00:00:00+00","2016-11-23 00:00:00+00",,,,,
339261,894863,2016-11-23,"Avon-Dixon Insurance Agency",37,39,https://www.linkedin.com/company/10337213,Insurance,"2016-11-23 00:00:00+00","2016-11-23 00:00:00+00",,,,,
339263,894864,2016-11-23,"Jack Martin and Associates",27,17,https://www.linkedin.com/company/10336269,Insurance,"2016-11-23 00:00:00+00","2016-11-23 00:00:00+00",,,,,
339265,894865,2016-11-23,"Southern Bank",196,218,https://www.linkedin.com/company/6497142,Banking,"2016-11-23 00:00:00+00","2016-11-23 00:00:00+00",,,,,
339266,894866,2016-11-23,"Senomyx, Inc.",1151,119,https://www.linkedin.com/company/43131,Biotechnology,"2016-11-23 00:00:00+00","2016-11-23 00:00:00+00",,,,,
339267,894867,2016-11-23,"Sotherly Hotels Inc.",281,20,https://www.linkedin.com/company/1234319,"Real Estate","2016-11-23 00:00:00+00","2016-11-23 00:00:00+00",,,,,
339269,894868,2016-11-23,Spok,4589,482,https://www.linkedin.com/company/34434,"Computer Software","2016-11-23 00:00:00+00","2016-11-23 00:00:00+00",,,,,
339270,894871,2016-11-23,"HGST, a Western Digital brand",28550,5660,https://www.linkedin.com/company/3844,"Computer Hardware","2016-11-23 00:00:00+00","2016-11-23 00:00:00+00",,,,,
339273,894878,2016-11-23,"Norcraft Companies",1049,178,https://www.linkedin.com/company/503607,"Building Materials","2016-11-23 00:00:00+00","2016-11-23 00:00:00+00",,,,,
339274,894879,2016-11-23,"F.N.B. Corporation",6030,3047,https://www.linkedin.com/company/403275,"Financial Services","2016-11-23 00:00:00+00","2016-11-23 00:00:00+00",,,,,
339276,894880,2016-11-23,"PlainsCapital Bank",4396,751,https://www.linkedin.com/company/16093,Banking,"2016-11-23 00:00:00+00","2016-11-23 00:00:00+00",,,,,
339277,894881,2016-11-23,"PrimeLending, A PlainsCapital Company",12957,2883,https://www.linkedin.com/company/17688,"Real Estate","2016-11-23 00:00:00+00","2016-11-23 00:00:00+00",,,,,
339279,894882,2016-11-23,"National Lloyds Insurance Company",2873,83,https://www.linkedin.com/company/2452865,Insurance,"2016-11-23 00:00:00+00","2016-11-23 00:00:00+00",,,,,
339281,894883,2016-11-23,"Kadant Inc.",2410,383,https://www.linkedin.com/company/235419,Machinery,"2016-11-23 00:00:00+00","2016-11-23 00:00:00+00",,,,,
339283,894884,2016-11-23,"KBR, Inc.",206544,17971,https://www.linkedin.com/company/2219,Construction,"2016-11-23 00:00:00+00","2016-11-23 00:00:00+00",,,,,
339285,894885,2016-11-23,"HeartWare Inc",10521,523,https://www.linkedin.com/company/134784,"Medical Devices","2016-11-23 00:00:00+00","2016-11-23 00:00:00+00",,,,,
339286,894886,2016-11-23,"Bank Midwest",826,194,https://www.linkedin.com/company/1619686,Banking,"2016-11-23 00:00:00+00","2016-11-23 00:00:00+00",,,,,
339288,894887,2016-11-23,"Community Banks of Colorado",1106,277,https://www.linkedin.com/company/51467,Banking,"2016-11-23 00:00:00+00","2016-11-23 00:00:00+00",,,,,
339289,894888,2016-11-23,"Hillcrest Bank.",2091,70,https://www.linkedin.com/company/885195,Banking,"2016-11-23 00:00:00+00","2016-11-23 00:00:00+00",,,,,
339290,894889,2016-11-23,"Noble Drilling",113670,3971,https://www.linkedin.com/company/23298,"Oil &amp; Energy","2016-11-23 00:00:00+00","2016-11-23 00:00:00+00",,,,,
339292,894890,2016-11-23,NeoPhotonics,3014,513,https://www.linkedin.com/company/27487,Telecommunications,"2016-11-23 00:00:00+00","2016-11-23 00:00:00+00",,,,,
339294,894893,2016-11-23,"NW Natural",1955,706,https://www.linkedin.com/company/19926,Utilities,"2016-11-23 00:00:00+00","2016-11-23 00:00:00+00",,,,,
339295,894895,2016-11-23,Oriental,810,322,https://www.linkedin.com/company/5323118,"Financial Services","2016-11-23 00:00:00+00","2016-11-23 00:00:00+00",,,,,
339296,894897,2016-11-23,"Ormat Technologies, Inc.",3913,499,https://www.linkedin.com/company/44998,"Renewables &amp; Environment","2016-11-23 00:00:00+00","2016-11-23 00:00:00+00",,,,,
339298,894899,2016-11-23,"Och-Ziff Capital Management",13275,546,https://www.linkedin.com/company/29335,"Financial Services","2016-11-23 00:00:00+00","2016-11-23 00:00:00+00",,,,,
339301,894904,2016-11-23,"Stepan Company",16028,1211,https://www.linkedin.com/company/13719,Chemicals,"2016-11-23 00:00:00+00","2016-11-23 00:00:00+00",,,,,
