prime_key,dataset_id,time,username,checkins,has_added_app,were_here_count,likes,talking_about_count,facebook_id,date_added,date_updated,entity_id,cusip,isin
935246,868021,"2016-08-18 04:00:00+00",BMBWOhio,22291,f,22291,21539,15,58594835498,,"2017-02-14 03:34:01.635096+00",,,
935766,69139,"2016-08-18 04:00:00+00",PlaytexSport,0,f,0,189147,1010,118566914856745,,"2017-02-14 04:56:19.381653+00",,,
935777,868018,"2016-08-18 04:00:00+00",MountSnowVermont,145467,f,145467,63200,1343,41027251521,,"2017-02-14 03:33:56.483067+00",,,
935787,868026,"2016-08-18 04:00:00+00",paolipeaksfan,27016,f,27016,17215,18,135124933195386,,"2017-02-14 03:34:10.243033+00",,,
936604,868415,"2016-08-19 04:00:00+00",AonBenfield,14,f,14,912,16,131787473580860,,"2017-02-14 04:08:51.66917+00",,,
936653,69319,"2016-08-19 04:00:00+00",VarickMedia,50,f,50,192,2,106695793766,,"2017-02-14 03:01:04.414993+00",,,
936882,68532,"2016-08-19 04:00:00+00",OfficialNICELtd,0,f,0,3293,63,149072782602,,"2017-02-14 03:10:59.191022+00",,,
937011,868437,"2016-08-19 04:00:00+00",enterpriseproducts,282,f,0,1126,9,1443873282536239,,"2017-02-14 04:56:36.643039+00",,,
937048,868414,"2016-08-19 04:00:00+00",nxpsemi,142,f,0,75535,1157,172907906413,,"2017-02-14 03:14:15.756395+00",,,
937754,868441,"2016-08-19 04:00:00+00",pacificgasandelectric,1675,f,0,138035,5573,141499489212140,,"2017-02-14 07:06:50.639126+00",,,
937862,868440,"2016-08-19 04:00:00+00",nationalgrid,10,f,0,118709,529,255170664248,,"2017-02-14 06:54:01.231108+00",,,
939197,868416,"2016-08-19 04:00:00+00",Aonplc,0,f,0,27995,66,179236338796238,,"2017-02-14 04:08:54.124216+00",,,
939237,868432,"2016-08-20 04:00:00+00",viewerstovolunteers,0,f,0,1462,2,1377791899187053,,"2017-02-14 04:28:53.80897+00",,,
939298,868431,"2016-08-20 04:00:00+00",showtime,0,f,0,766152,3941,57403415485,,"2017-02-14 04:28:51.461119+00",,,
940494,868417,"2016-08-20 04:00:00+00",Eventful,0,f,0,83473,120,5855245908,,"2017-02-14 04:28:18.638212+00",,,
940597,868418,"2016-08-20 04:00:00+00",cbsscene,63781,f,63781,12206,473,28119926607,,"2017-02-14 04:28:20.719225+00",,,
940863,868419,"2016-08-20 04:00:00+00",Simonandschuster,1108,f,0,116941,1309,69611504313,,"2017-02-14 04:28:23.607036+00",,,
941012,868421,"2016-08-20 04:00:00+00",CBSNews,430,f,0,3320733,342679,131459315949,,"2017-02-14 04:28:28.603604+00",,,
941045,868452,"2016-08-20 04:00:00+00",minnesotaenergyresources,0,f,0,1742,6,146128645432379,,"2017-02-14 08:09:42.74303+00",,,
941116,868422,"2016-08-20 04:00:00+00",247Sports,680,f,680,1777688,99773,130373190333432,,"2017-02-14 04:28:30.903063+00",,,
941121,868451,"2016-08-20 04:00:00+00",WeEnergies,0,f,0,6000,82,84453208020,,"2017-02-14 08:09:40.275045+00",,,
941191,868447,"2016-08-20 04:00:00+00",teconnectivity,445,f,0,26471,1093,178897342148031,,"2017-02-14 07:45:26.791035+00",,,
941226,868446,"2016-08-20 04:00:00+00",RepublicServices,2769,f,0,27802,2135,44357790109,,"2017-02-14 07:26:06.819021+00",,,
941307,868423,"2016-08-20 04:00:00+00",CWSeed,0,f,0,164012,4299,386738341437184,,"2017-02-14 04:28:33.061778+00",,,
941341,868445,"2016-08-20 04:00:00+00",fidomobile,0,f,89,427937,11609,6461367733,,"2017-02-14 07:21:32.051185+00",,,
941342,868444,"2016-08-20 04:00:00+00",WPDUK,0,f,0,3884,319,744622348955083,,"2017-02-14 07:16:10.278746+00",,,
941352,868424,"2016-08-20 04:00:00+00",TheCW,0,f,0,1694077,13122,8062362435,,"2017-02-14 04:28:35.119027+00",,,
941404,868443,"2016-08-20 04:00:00+00",PPLElectric,691,f,0,28572,706,109821905760376,,"2017-02-14 07:16:08.275039+00",,,
941506,868442,"2016-08-20 04:00:00+00",lgeku,336,f,0,23464,261,120372738138649,,"2017-02-14 07:16:05.895096+00",,,
941564,868425,"2016-08-20 04:00:00+00",EcoMediaCBS,0,f,0,1838,25,308800055840882,,"2017-02-14 04:28:37.229551+00",,,
941638,868426,"2016-08-20 04:00:00+00",CBSSports,0,f,0,2954209,537933,25902406772,,"2017-02-14 04:28:39.302939+00",,,
941661,868439,"2016-08-20 04:00:00+00",MandTBank,75,f,0,77839,434,216080375068757,,"2017-02-14 06:31:44.97512+00",,,
941768,868427,"2016-08-20 04:00:00+00",cbsfilms,0,f,0,7970,40,86622447300,,"2017-02-14 04:28:41.554019+00",,,
941775,868428,"2016-08-20 04:00:00+00",maxpreps,585,f,585,191255,14536,119845900518,,"2017-02-14 04:28:43.65919+00",,,
941818,868438,"2016-08-20 04:00:00+00",InternationalPaper,1772,f,0,5097,129,589029737781103,,"2017-02-14 05:58:19.486339+00",,,
941908,868436,"2016-08-20 04:00:00+00",ConEdison,1281,f,0,7657,319,112258312240526,,"2017-02-14 04:52:54.169935+00",,,
941953,868429,"2016-08-20 04:00:00+00",radiodotcom,0,f,0,78708,1374,135147466526831,,"2017-02-14 04:28:45.943053+00",,,
941965,868435,"2016-08-20 04:00:00+00",dteenergy,3537,f,0,30438,1998,84420741464,,"2017-02-14 04:51:36.81107+00",,,
942029,868434,"2016-08-20 04:00:00+00",CBSRadio,0,f,0,6923,18,165760583475583,,"2017-02-14 04:28:58.870941+00",,,
942085,868430,"2016-08-20 04:00:00+00",sportsline,0,f,0,1435,11,558900980907518,,"2017-02-14 04:28:48.519989+00",,,
942105,868433,"2016-08-20 04:00:00+00",SmithsonianChannel,0,f,0,952770,11325,74671163356,,"2017-02-14 04:28:56.311695+00",,,
945401,868629,"2016-08-22 04:00:00+00",LexarMemory,0,f,0,68157,756,59846992250,,"2017-02-14 03:07:38.651076+00",,,
945514,868630,"2016-08-22 04:00:00+00",CrucialMemory,347,f,347,219973,5901,74093261135,,"2017-02-14 03:07:40.633199+00",,,
945577,868631,"2016-08-22 04:00:00+00",ballistixgaming,0,f,0,58829,6201,493180230853493,,"2017-02-14 03:07:42.519025+00",,,
945730,868633,"2016-08-22 04:00:00+00",TDAmeritradeInstitutional,0,f,0,10320,682,716060288529915,,"2017-02-14 04:08:02.679026+00",,,
945918,868634,"2016-08-22 04:00:00+00",Investools,344,f,344,69462,82,316445428371229,,"2017-02-14 04:08:12.915089+00",,,
945987,868638,"2016-08-22 04:00:00+00",ParkerHannifin,587,f,587,6268,146,312857555659,,"2017-02-14 07:10:27.615038+00",,,
950898,869049,"2016-08-24 04:00:00+00",AmplifyEducation,0,f,0,1908,32,468885859849273,,"2017-02-14 03:13:55.003084+00",,,
950983,869041,"2016-08-24 04:00:00+00",barrons,72,f,0,94578,2354,64579042740,,"2017-02-14 03:13:38.131064+00",,,
950987,869077,"2016-08-24 04:00:00+00",scegnews,0,f,0,31944,157,159175214146029,,"2017-02-14 07:28:50.668932+00",,,
950990,869069,"2016-08-24 04:00:00+00",mettlertoledo,0,f,0,3068,160,210074092383336,,"2017-02-14 06:31:47.751044+00",,,
951087,869042,"2016-08-24 04:00:00+00",realtor.com,0,f,0,244710,37585,35368227870,,"2017-02-14 03:13:40.095176+00",,,
951178,869076,"2016-08-24 04:00:00+00",psncenergy,0,f,0,2412,49,339301796136540,,"2017-02-14 07:28:48.515895+00",,,
951242,869043,"2016-08-24 04:00:00+00",ListHub,0,f,0,2262,293,158579420236,,"2017-02-14 03:13:42.351025+00",,,
951424,869048,"2016-08-24 04:00:00+00",thesun,0,f,0,2355431,219903,161385360554578,,"2017-02-14 03:13:53.059561+00",,,
951477,869044,"2016-08-24 04:00:00+00",NYPost,19903,f,0,3023437,747230,134486075205,,"2017-02-14 03:13:44.584567+00",,,
951489,869075,"2016-08-24 04:00:00+00",RGAGlobal,136,f,0,301,52,122325004483150,,"2017-02-14 07:22:07.487125+00",,,
951607,869072,"2016-08-24 04:00:00+00",PrincipalFinancial,3334,f,0,39239,5127,19173645985,,"2017-02-14 07:09:05.063162+00",,,
951685,869045,"2016-08-24 04:00:00+00",fivestreetcompany,1,f,0,971,11,567010126651212,,"2017-02-14 03:13:46.784418+00",,,
951701,869047,"2016-08-24 04:00:00+00",Storyful,0,f,0,1191088,440283,350097413540,,"2017-02-14 03:13:50.667083+00",,,
951720,869070,"2016-08-24 04:00:00+00",oaktreecapital,63,f,0,613,66,115911525134540,,"2017-02-14 07:00:54.31756+00",,,
951749,869046,"2016-08-24 04:00:00+00",HarperCollins,0,f,0,120750,1988,156296274419595,,"2017-02-14 03:13:48.411647+00",,,
951782,869071,"2016-08-24 04:00:00+00",SouthernTide,0,f,0,441648,955,7991572102,,"2017-02-14 07:04:46.11902+00",,,
951954,869055,"2016-08-24 04:00:00+00",QIAGEN,322,f,322,16037,336,130883453634181,,"2017-02-14 03:24:13.200676+00",,,
952112,869054,"2016-08-24 04:00:00+00",wsj,15791,f,0,4945185,153839,8304333127,,"2017-02-14 03:14:13.810979+00",,,
952133,869064,"2016-08-24 04:00:00+00",FMCCorporation,36,f,36,8744,40,209833439145011,,"2017-02-14 05:09:53.059311+00",,,
952367,869060,"2016-08-24 04:00:00+00",citizensbank,0,f,0,135160,1626,131677553516197,,"2017-02-14 04:31:13.936983+00",,,
952379,869053,"2016-08-24 04:00:00+00",remodelista,0,f,0,151321,1404,156158873740,,"2017-02-14 03:14:11.647043+00",,,
952513,869065,"2016-08-24 04:00:00+00",cgigroup,0,f,0,19206,139,299181444242,,"2017-02-14 05:31:01.617703+00",,,
952545,869061,"2016-08-24 04:00:00+00",enerbank,21,f,0,288,21,516799941780812,,"2017-02-14 04:35:58.175101+00",,,
952844,869052,"2016-08-24 04:00:00+00",marketwatch,0,f,0,827562,16413,131043201847,,"2017-02-14 03:14:09.635067+00",,,
952876,869066,"2016-08-24 04:00:00+00",AtHomeStores,18,f,680525,277038,3010,206684136122269,,"2017-02-14 05:45:56.598902+00",,,
953076,869051,"2016-08-24 04:00:00+00",gardenistadotcom,0,f,0,32967,754,338359906199242,,"2017-02-14 03:14:07.927029+00",,,
953189,869067,"2016-08-24 04:00:00+00",Covance,0,f,0,2301,38,360904177322048,,"2017-02-14 06:16:25.856189+00",,,
953218,869036,"2016-08-24 04:00:00+00",iterodigitalimpressionsystem,0,f,0,7093,20,135500978761,,"2017-02-14 01:54:34.356624+00",,,
953295,869038,"2016-08-24 04:00:00+00",KLATencor,731,f,731,1408,37,114924616092,,"2017-02-14 02:52:02.864341+00",,,
953474,869057,"2016-08-24 04:00:00+00",AmerenCorp,4,f,0,54848,870,84611990747,,"2017-02-14 04:04:24.295331+00",,,
953477,869058,"2016-08-24 04:00:00+00",minecanadianmalartic,1201,f,1201,1945,55,528453550593011,,"2017-02-14 04:04:36.707035+00",,,
953518,869039,"2016-08-24 04:00:00+00",microchiptechnology,434,f,0,167391,858,20320981741,,"2017-02-14 02:59:51.497291+00",,,
953639,869059,"2016-08-24 04:00:00+00",weareamericanwater,0,f,0,1601,19,130635374433,,"2017-02-14 04:11:50.523131+00",,,
953660,869050,"2016-08-24 04:00:00+00",dowjones,0,f,0,27376,68,235922049884127,,"2017-02-14 03:14:05.66178+00",,,
953701,869063,"2016-08-24 04:00:00+00",entergy,0,f,0,18675,564,143397592390989,,"2017-02-14 04:57:32.439097+00",,,
953757,869040,"2016-08-24 04:00:00+00",HouseLogic,0,f,0,503118,1923,127818323780,,"2017-02-14 03:13:36.087031+00",,,
953768,869079,"2016-08-24 04:00:00+00",Waters,1046,f,1046,4956,198,112611575849,,"2017-02-14 08:09:09.453164+00",,,
953793,869068,"2016-08-24 04:00:00+00",lincolnfinancialgroup,342,f,0,18098,6143,176606585721119,,"2017-02-14 06:17:43.483016+00",,,
956810,869379,"2016-08-26 04:00:00+00",VoyaFinancial,0,f,0,214566,961,215714485107840,,"2017-02-14 08:07:12.43269+00",,,
956841,869364,"2016-08-26 04:00:00+00",commscope,105,f,105,2916,199,1392364827708350,,"2017-02-14 02:08:06.595038+00",,,
957039,869371,"2016-08-26 04:00:00+00",NevadaStateBank,191,f,1657,20880,70,328750343537,,"2017-02-14 03:56:13.84703+00",,,
957135,869377,"2016-08-26 04:00:00+00",VIPNation,0,f,0,57552,160,145321232660,,"2017-02-14 06:21:56.335229+00",,,
957180,53097,"2016-08-26 04:00:00+00",1stSourceBank,191,f,0,3870,197,38312288006,,"2017-02-14 03:37:17.675006+00",,,
957390,869372,"2016-08-26 04:00:00+00",AramarkUniformServices,53,f,0,1026,30,384253158356870,,"2017-02-14 04:09:44.995848+00",,,
957558,869382,"2016-08-26 04:00:00+00",WeingartenRealty,27,f,27,549,6,133196365448,,"2017-02-14 08:12:57.035017+00",,,
957593,869368,"2016-08-26 04:00:00+00",NationalBankofArizona,859,f,0,6793,71,196225530244,,"2017-02-14 03:56:08.691147+00",,,
957952,869366,"2016-08-26 04:00:00+00",GentexCorporation,8546,f,8546,1416,29,111319898931750,,"2017-02-14 02:36:30.183042+00",,,
958298,67532,"2016-08-26 04:00:00+00",NeenahPaperandPackaging,38,f,38,17497,184,57797851697,,"2017-02-14 06:58:14.586983+00",,,
958369,869369,"2016-08-26 04:00:00+00",AmegyBank,309,f,0,1275,39,52743479297,,"2017-02-14 03:56:10.551006+00",,,
958508,869376,"2016-08-26 04:00:00+00",EnableMidstream,103,f,103,837,25,504004423008223,,"2017-02-14 04:54:59.659154+00",,,
959258,869370,"2016-08-26 04:00:00+00",VectraBank,40,f,40,439,29,241646780443,,"2017-02-14 03:56:12.181863+00",,,
959397,869367,"2016-08-26 04:00:00+00",calbanktrust,2,f,2,6008,8,209092072504147,,"2017-02-14 03:56:06.598947+00",,,
959966,869375,"2016-08-27 04:00:00+00",Hoovers,0,f,0,11125,41,96955415262,,"2017-02-14 04:49:44.038101+00",,,
960210,869380,"2016-08-27 04:00:00+00",WellCareHealthPlans,804,f,0,4270,223,329284740510398,,"2017-02-14 08:09:18.251062+00",,,
961181,869381,"2016-08-27 04:00:00+00",WeatherfordCorp,61,f,61,155732,1967,200878239927769,,"2017-02-14 08:09:46.033418+00",,,
961337,869378,"2016-08-27 04:00:00+00",oldrepublictitle,2328,f,0,61345,4505,262458560433359,,"2017-02-14 07:03:09.252257+00",,,
972164,869579,"2016-08-31 04:00:00+00",RelicBrand,0,f,0,10750,157,87869761887,,"2017-02-14 02:31:21.163037+00",,,
972883,869581,"2016-08-31 04:00:00+00",ManpowerUS,2405,f,2405,43946,685,256121737834,,"2017-02-14 06:22:49.874024+00",,,
973634,869580,"2016-08-31 04:00:00+00",LSIIndustries,60,f,0,320,26,877953315622275,,"2017-02-14 02:57:27.487288+00",,,
973905,56001,"2016-08-31 04:00:00+00",sportsmanswh,3,f,10057,80308,483,151634381561853,,"2017-02-14 03:36:27.965282+00",,,
981680,70171,"2016-09-03 04:00:00+00",cw39houston,0,f,0,108723,13331,204199299602208,,"2017-02-14 07:53:45.44794+00",,,
989601,869776,"2016-09-06 04:00:00+00",olliesbargainoutlet,11,f,6695,25853,974,1421578124837960,,"2017-02-14 03:14:55.123088+00",,,
989792,869780,"2016-09-06 04:00:00+00",KnifeRiverCorporation,39,f,39,2201,3,268284020013,,"2017-02-14 06:26:36.991121+00",,,
990407,869779,"2016-09-06 04:00:00+00",HowardHughesCorporation,64,f,0,1721,68,162353627167839,,"2017-02-14 05:41:53.955127+00",,,
991402,869778,"2016-09-06 04:00:00+00",peoplesunited,0,f,0,2100,14,184906761521218,,"2017-02-14 03:17:56.827019+00",,,
991690,869783,"2016-09-06 04:00:00+00",STORECapitalREIT,9,f,9,7036,5,473909006050001,,"2017-02-14 07:41:44.424106+00",,,
992408,869775,"2016-09-06 04:00:00+00",commercebank,0,f,0,23950,1514,252927131431833,,"2017-02-14 02:02:52.877928+00",,,
992620,870002,"2016-09-07 04:00:00+00",BankofTexas,0,f,0,1545,62,204958092875585,,"2017-02-14 01:59:54.244261+00",,,
992822,870001,"2016-09-07 04:00:00+00",ColoradoStateBankandTrust,0,f,0,803,27,164990160227123,,"2017-02-14 01:59:53.548501+00",,,
992882,870006,"2016-09-07 04:00:00+00",eatonvancecorp,25,f,25,3285,18,435007583363681,,"2017-02-14 04:57:34.523154+00",,,
992966,870019,"2016-09-07 04:00:00+00",ConcentrixNI,0,f,0,13742,237,268918033157057,,"2017-02-14 07:39:04.079285+00",,,
993053,870004,"2016-09-07 04:00:00+00",SouthBeachDiet,0,f,0,3766,328,897375770390256,,"2017-02-14 03:12:38.314192+00",,,
993212,869995,"2016-09-07 04:00:00+00",HomeDirectMortgage,0,f,0,823,7,553837791343760,,"2017-02-14 01:59:49.412838+00",,,
993386,870023,"2016-09-07 04:00:00+00",SynnexShareTheMagic,0,f,0,425,10,184366584962787,,"2017-02-14 07:39:11.51903+00",,,
993447,870025,"2016-09-07 04:00:00+00",ConcentrixCostaRica,0,f,0,40527,656,278755388864153,,"2017-02-14 07:39:15.075111+00",,,
993533,870003,"2016-09-07 04:00:00+00",elbitsystemsltd,0,f,0,127,20,234914390173561,,"2017-02-14 02:25:17.046691+00",,,
993732,870021,"2016-09-07 04:00:00+00",ConcentrixJapan,16,f,16,96,5,383259995115108,,"2017-02-14 07:39:07.969847+00",,,
994100,870020,"2016-09-07 04:00:00+00",SYNNEXVarnex,0,f,0,487,23,186242968763,,"2017-02-14 07:39:06.019046+00",,,
994314,870022,"2016-09-07 04:00:00+00",SynnexCorporation,849,f,849,2356,27,240753222683505,,"2017-02-14 07:39:09.727053+00",,,
994321,870000,"2016-09-07 04:00:00+00",BankofArizona,0,f,0,876,30,201973769840431,,"2017-02-14 01:59:52.798915+00",,,
994353,870005,"2016-09-07 04:00:00+00",AmeriGas,0,f,0,19516,80,114822501861092,,"2017-02-14 04:09:33.451527+00",,,
994359,869998,"2016-09-07 04:00:00+00",BankofArkansas,0,f,0,655,26,172541049467852,,"2017-02-14 01:59:51.465198+00",,,
994627,870026,"2016-09-07 04:00:00+00",concentrix.corporation,425,f,0,7147,87,153770504699665,,"2017-02-14 07:39:16.979564+00",,,
994855,869996,"2016-09-07 04:00:00+00",BankofKansasCity,0,f,0,2191,10,202102493159502,,"2017-02-14 01:59:50.142836+00",,,
994898,869997,"2016-09-07 04:00:00+00",BankofOklahoma,0,f,0,6582,116,96623901304,,"2017-02-14 01:59:50.792154+00",,,
995343,870024,"2016-09-07 04:00:00+00",hyvesolutions,99,f,99,283,1,202293789859002,,"2017-02-14 07:39:13.251033+00",,,
995354,870016,"2016-09-07 04:00:00+00",guidewiresoftware,459,f,459,1222,29,187501201290214,,"2017-02-14 05:39:34.239527+00",,,
995359,869999,"2016-09-07 04:00:00+00",BankofAlbuquerque,0,f,0,1072,19,100106370072989,,"2017-02-14 01:59:52.194736+00",,,
995776,870131,"2016-09-08 04:00:00+00",TireBarn,34,f,7206,2623,5,184206328296664,,"2017-02-14 03:04:19.11417+00",,,
995920,870132,"2016-09-08 04:00:00+00",TreadQuartersTire,0,f,3406,33,3,1639933996296223,,"2017-02-14 03:04:20.818715+00",,,
996136,870130,"2016-09-08 04:00:00+00",thetirechoice,0,f,4721,720,3,331482133258,,"2017-02-14 03:04:17.307867+00",,,
996232,870138,"2016-09-08 04:00:00+00",coldwellbanker,713,f,0,194484,2335,22902635507,,"2017-02-14 07:23:30.079446+00",,,
996466,870126,"2016-09-08 04:00:00+00",CurrysAutoService,129,f,510,1966,4,87136230961,,"2017-02-14 03:04:04.769537+00",,,
996657,870129,"2016-09-08 04:00:00+00",TWC.TiresForLess,4,f,3870,450,5,167690779952490,,"2017-02-14 03:04:15.651056+00",,,
996669,870140,"2016-09-08 04:00:00+00",erarealestate,273,f,0,22416,567,93151506051,,"2017-02-14 07:23:34.62299+00",,,
996768,870139,"2016-09-08 04:00:00+00",BHGRealEstate,787,f,787,254925,12876,37602852989,,"2017-02-14 07:23:32.243076+00",,,
997024,870133,"2016-09-08 04:00:00+00",MrTire,187,f,12495,2820,248,100144784729,,"2017-02-14 03:04:22.312883+00",,,
997117,870128,"2016-09-08 04:00:00+00",autotirecarcare,0,f,2073,25,4,721408084626619,,"2017-02-14 03:04:13.899978+00",,,
997592,870127,"2016-09-08 04:00:00+00",KenTowerys,0,f,4001,8691,7,114546756687,,"2017-02-14 03:04:06.543034+00",,,
997733,870144,"2016-09-08 04:00:00+00",sothebysrealty,0,f,0,49569,840,124657343464,,"2017-02-14 07:23:53.221517+00",,,
998018,870134,"2016-09-08 04:00:00+00",HudsonPacificProperties,12,f,12,81,3,1571506273097074,,"2017-02-14 05:46:30.175108+00",,,
998116,870143,"2016-09-08 04:00:00+00",century21,2364,f,0,420635,2255,44054450913,,"2017-02-14 07:23:41.362382+00",,,
998139,870142,"2016-09-08 04:00:00+00",cartus,414,f,0,2647,475,235680599856342,,"2017-02-14 07:23:38.911136+00",,,
998204,870141,"2016-09-08 04:00:00+00",cbcworldwide,11,f,11,1173,19,173266164165,,"2017-02-14 07:23:36.806982+00",,,
1000112,53001,"2016-09-09 04:00:00+00",Connection4IT,366,f,0,1891,560,97670471940,,"2017-02-14 02:06:59.519195+00",,,
1000661,870380,"2016-09-09 04:00:00+00",NordstromRack,1570,f,63173,916223,35718,89516513179,,"2017-02-14 06:05:23.455081+00",,,
1001119,870381,"2016-09-09 04:00:00+00",hautelook,0,f,0,887184,12321,33214638518,,"2017-02-14 06:05:37.387064+00",,,
1001753,870383,"2016-09-10 04:00:00+00",Authorize.Net,0,f,0,6630,84,504315636249807,,"2017-02-14 08:03:24.955011+00",,,
1001886,870384,"2016-09-10 04:00:00+00",WPXEnergy,116,f,116,1886,151,133862503352610,,"2017-02-14 08:12:55.43404+00",,,
1001947,870382,"2016-09-10 04:00:00+00",PortlandGeneralElectric,119,f,119,5727,281,490647300962512,,"2017-02-14 07:13:34.370781+00",,,
1002642,870374,"2016-09-10 04:00:00+00",popular,0,f,0,483058,5520,178817975673,,"2017-02-14 02:00:05.075586+00",,,
1002713,52781,"2016-09-10 04:00:00+00",EFIPrint,144,f,144,5682,154,89600902058,,"2017-02-14 02:21:50.346832+00",,,
1003513,870378,"2016-09-10 04:00:00+00",Syntel,422,f,422,25103,213,250918001622520,,"2017-02-14 03:40:28.736135+00",,,
1004185,870379,"2016-09-10 04:00:00+00",CoreSite,34,f,34,820,49,100361663308,,"2017-02-14 04:37:33.85505+00",,,
1008441,870777,"2016-09-12 04:00:00+00",bruker.corp,0,f,0,3706,86,202120533128,,"2017-02-14 02:00:42.099439+00",,,
1008488,870778,"2016-09-12 04:00:00+00",CypressSemi,729,f,0,4093,61,616501721698277,,"2017-02-14 02:15:13.15012+00",,,
1008511,870779,"2016-09-12 04:00:00+00",firstcitizensbank,71,f,0,2692,553,237146966410436,,"2017-02-14 02:28:50.504139+00",,,
1008560,870780,"2016-09-12 04:00:00+00",Investorsbank,353,f,353,2874,95,115599695206221,,"2017-02-14 02:48:41.803042+00",,,
1008610,870784,"2016-09-12 04:00:00+00",SlingboxUS,0,f,0,35692,43,123551357656255,,"2017-02-14 03:29:00.695467+00",,,
1008621,870786,"2016-09-12 04:00:00+00",cae.oaa.oxford.uk,2516,f,2516,41805,738,28543922953,,"2017-02-14 04:27:11.171072+00",,,
1008685,870787,"2016-09-12 04:00:00+00",esabna,0,f,0,312015,14885,56841631569,,"2017-02-14 04:31:25.343775+00",,,
1008782,870791,"2016-09-12 04:00:00+00",ProsperityBankUSA,162,f,0,1772,91,130626953703687,,"2017-02-14 07:06:14.749228+00",,,
1008824,870792,"2016-09-12 04:00:00+00",TrinityIndustriesInc,74,f,74,10251,188,294451617338626,,"2017-02-14 07:54:32.191721+00",,,
1008847,870793,"2016-09-12 04:00:00+00",DiamondPro,0,f,0,898,8,139739559421720,,"2017-02-14 07:54:34.19425+00",,,
1012679,870790,"2016-09-13 04:00:00+00",LeidosInc,101,f,101,6210,239,451098401611604,,"2017-02-14 06:14:35.74196+00",,,
1013523,870788,"2016-09-13 04:00:00+00",shophouse,3393,f,12705,18196,348,104925179585017,,"2017-02-14 04:35:41.48616+00",,,
1013995,871010,"2016-09-14 04:00:00+00",PCMag,412,f,0,798396,21734,15551698395,,"2017-02-14 02:49:46.520714+00",,,
1014038,871026,"2016-09-14 04:00:00+00",ForDummies,0,f,0,214415,355,7360387594,,"2017-02-14 06:05:20.372628+00",,,
1014093,871017,"2016-09-14 04:00:00+00",extremetechdotcom,0,f,0,508692,14412,168131256575322,,"2017-02-14 02:49:57.888656+00",,,
1014368,871030,"2016-09-14 04:00:00+00",TexasGasService,44,f,0,685,83,1458585677686888,,"2017-02-14 07:01:39.539073+00",,,
1014423,871013,"2016-09-14 04:00:00+00",J2Global,0,f,0,147,1,175013239343395,,"2017-02-14 02:49:51.303234+00",,,
1014510,871020,"2016-09-14 04:00:00+00",bubbas33brand,0,f,193690,4832,83,1584281065138778,,"2017-02-14 03:46:12.575043+00",,,
1014724,871029,"2016-09-14 04:00:00+00",KansasGasService,34,f,0,546,12,811892895493350,,"2017-02-14 07:01:36.854685+00",,,
1014969,871014,"2016-09-14 04:00:00+00",teamookla,0,f,0,133271,250,113312902042192,,"2017-02-14 02:49:52.967061+00",,,
1015161,871024,"2016-09-14 04:00:00+00",WroxPress,0,f,0,9315,16,6852974675,,"2017-02-14 06:05:13.994001+00",,,
1015196,871009,"2016-09-14 04:00:00+00",OffersDOTcom,0,f,0,423673,329,73430336360,,"2017-02-14 02:49:45.018431+00",,,
1015234,871023,"2016-09-14 04:00:00+00",WileyVCHVerlag,78,f,78,2667,21,134151186415,,"2017-02-14 06:05:11.421697+00",,,
1015410,871022,"2016-09-14 04:00:00+00",HawaiianElectric,12,f,0,76251,573,529660253742398,,"2017-02-14 05:41:22.694745+00",,,
1015447,871033,"2016-09-14 04:00:00+00",wcschool,299,f,299,2314,8,149308338540503,,"2017-02-14 07:21:53.355451+00",,,
1015530,871021,"2016-09-14 04:00:00+00",AmericanSavingsBank,1178,f,0,2439,56,122907394457554,,"2017-02-14 05:41:20.871092+00",,,
1015628,871015,"2016-09-14 04:00:00+00",goefax,0,f,0,3589,31,21274793558,,"2017-02-14 02:49:54.667324+00",,,
1015658,871032,"2016-09-14 04:00:00+00",ThruTubing,0,f,0,1577,0,102435463167042,,"2017-02-14 07:21:50.921602+00",,,
1015663,871028,"2016-09-14 04:00:00+00",OklahomaNaturalGas,67,f,0,2034,25,370136309792123,,"2017-02-14 07:01:34.485589+00",,,
1015698,871031,"2016-09-14 04:00:00+00",OlinCareers,3,f,3,371,4,179421398775930,,"2017-02-14 07:02:09.143099+00",,,
1015728,62507,"2016-09-14 04:00:00+00",hdsupplyofficial,0,f,0,74892,46,431548033594948,,"2017-02-14 02:40:21.700195+00",,,
1015793,871012,"2016-09-14 04:00:00+00",Onebox,0,f,0,1952,1,115065878533474,,"2017-02-14 02:49:49.863046+00",,,
1015872,871008,"2016-09-14 04:00:00+00",eVoiceMarketing,0,f,0,4032,12,110450755650944,,"2017-02-14 02:49:43.152281+00",,,
1015968,871011,"2016-09-14 04:00:00+00",askmen,0,f,0,1038176,236638,8434698722,,"2017-02-14 02:49:48.163156+00",,,
1016113,871025,"2016-09-14 04:00:00+00",wileyplus,0,f,0,6854,28,141012406330,,"2017-02-14 06:05:17.355782+00",,,
1016381,871016,"2016-09-14 04:00:00+00",campaigneremail,0,f,0,1090,7,125271257494926,,"2017-02-14 02:49:56.37939+00",,,
1016386,871018,"2016-09-14 04:00:00+00",geekdotcom,0,f,0,605936,25209,45041537375,,"2017-02-14 02:49:59.266671+00",,,
1016509,871027,"2016-09-14 04:00:00+00",MolinaHealth,1030,f,0,25432,185,175798159124150,,"2017-02-14 06:30:51.89911+00",,,
